,abalone,aloi,annthyroid,arrhytmia,breastcancer,cardio,cover,http_all,http_logged,ionosphere,kdd99,kdd_finger,kdd_ftp,kdd_ftp_distinct,kdd_http,kdd_http_distinct,kdd_other,kdd_smtp,kdd_smtp_distinct,magicgamma,mammography,mnist,mulcross,musk,penglobal,pima_odds,satellite,satimages,shuttle_odds,smtp_all,spambase,thyroid,vertebral,vowels_odds,wbc,wikiqoe,wine,yeast,mean,var
kendall_gap/%,46.597808797731645,12.204618587648298,33.96909663074445,40.43286026672918,6.149233531128825,29.417750410102013,-0.5454784833444565,54.961424029794514,39.66305411807588,14.967806050029623,63.80317092640036,22.871954538259846,4.188618779004248,11.368218781379568,21.166914197316295,47.66814367042247,2.2042545578324413,-63.10328597216922,31.560255722356057,15.929679970270705,3.430471882060108,41.361593393112955,21.279842195638725,46.08780038289681,37.92217086342318,10.179994079413614,56.01799085032234,66.95509809649678,43.88333938359995,56.72591972182577,-3.8028344305866235,28.5932509193497,-27.8671863326572,60.98842064154746,47.89747995528055,13.053278234931623,77.1029355216421,37.93892425720448,27.7164365454004,739.982623364419
weighted_kendall_gap/%,35.76221813238371,13.391312335768003,0.7804206157808665,36.33566936361085,11.131785106437013,34.86818795488392,-47.745639326328096,11.222912341927858,1.3654559564392392,15.75160103585254,50.568732903931554,-1.8408439684082265,6.421328040083561,21.292520971145457,3.0649388750132336,36.4818945342868,-16.848649289896475,19.34621169089987,46.01892308467995,20.117871619841974,27.27708563496159,17.710155241306822,19.783378194646385,33.85317663138682,31.97158296711249,18.79958449940258,50.2537976640131,45.48833087540173,14.7017559799617,34.185481014388564,0.4644139950206983,16.944592955005536,-31.613784004767837,45.499221838383484,34.685158591234114,10.509277116193584,60.168208171627036,25.878968328443246,19.843348359790927,481.53349225208734
rbo_gap/%,69.45804835575242,17.387025734031134,50.63960220865825,56.55356379731072,25.037488360586398,35.10363708394526,-49.50922289646333,67.8611232907034,20.571210662592613,24.328639124498984,63.3295369830944,45.1011016110409,8.607226763553697,24.85949746954267,31.7738474021452,40.73559838479303,-26.109650219032893,57.58309110823414,40.76662234084347,28.320370658121362,57.773645520727655,13.296785065495667,45.796038402117134,32.27310693168869,17.72410010986147,17.547528851508336,38.81519307870302,60.6432110109979,76.06268520374228,61.3653293086174,-32.83089590318012,50.97594176518867,-34.0141989304135,55.46848609831474,35.30159757987904,8.519580362017331,82.86804098273673,48.269278667933904,33.37510032447074,915.6833901733446
weighted_rbo_gap/%,49.84164843468517,15.602216820166866,39.610193529880526,52.86369100483926,21.998244559120714,61.53547719836171,-292.6042059700575,63.80783491239571,21.379576976823213,24.43541123546345,71.0040730669134,44.809656490535886,37.97824496672339,34.773042168531745,31.689392824132074,51.2255892915716,-27.98924597470801,30.427401047249674,35.0829640578936,24.495290722569358,32.73567168053975,55.53900914664525,45.972877340837115,40.35113233054103,41.39990575677968,15.576672801259292,53.26092867115958,74.28076221725365,43.41798430889699,55.325726390825736,-15.956332823017863,64.80913867966349,-43.07520982706096,36.42464511011943,61.77881213924945,8.447259859844838,79.99096755583074,50.589812616178975,28.75884898206942,3452.1840749102107
Spearmanr_gap/%,47.84102643445314,13.387469767148527,33.77877214981487,40.731954890773345,7.809176412241467,32.299470915114135,48.70317943881419,43.58993552122584,39.66305411807588,14.994731721409563,71.29012056615042,22.871954538259846,5.4760257026952806,0.5042073788603172,21.166914197316295,41.461839022254665,5.568663412921485,-63.10328597216922,20.605540421817707,18.8623554324931,29.0944778750722,42.200969179321596,33.291038577028445,55.50260053454657,37.345006607634254,9.867335245262003,59.76421535540035,68.77615582171478,53.37144141770103,62.53543114222781,-3.8028344305866235,37.17407884483001,-25.348676906467126,56.02622109045107,47.89747995528055,13.053278234931623,78.22170355681222,37.93892425720448,30.537156642843048,741.3867363587005
kendall_weighted_kendall_gap/%,26.536920192839027,11.425506885565314,8.234521344911204,25.936521249024082,3.8093024696111843,14.580345792940323,3.8952266445986745,17.57307879019707,9.780747245694325,6.72943379929654,31.70449295722207,-7.381365624539306,3.255889050719032,8.341596201383403,0.8696073691570444,36.33416128513509,-19.223195811084675,-69.51977677591195,29.33243368223809,12.922124491574365,4.37963072129018,9.891948749523813,15.556697894043639,18.87067431773364,28.451060597215598,7.712004012565219,28.63558649470834,40.84029701057217,10.757782401152834,26.885325611849776,-0.745057378878636,15.260101969862186,-20.897713006043343,49.87791486402673,28.85158255355031,3.1857275898898036,62.2493536689705,17.127598918777196,13.21126547977318,458.02488436860875
kendall_rbo_gap/%,47.47921328335075,14.341851465311564,30.520070193281555,35.21268699627822,9.579511351362076,14.380951737942066,3.088890285209478,49.97349936427488,22.09665214793733,9.431336507891217,43.13142027324739,14.408862282321774,2.636231674819172,-6.99830292456102,11.198123013828926,23.448372733997704,-28.80806001076039,-53.17435589344246,25.918081843388485,9.65656948465171,25.17989522417289,-1.8716861954277229,29.688061798996163,21.643059981041016,12.138099236566568,6.2128345034033705,21.546756464795234,47.76365715757749,42.126347790331735,43.29179915662312,-23.479981333449576,27.085006871592967,-16.713116609498506,55.86308802367827,18.472931743976222,1.3769047902947404,77.06766937467619,24.656004165613542,18.14655099882353,601.7202384432277
kendall_weighted_rbo_gap/%,28.14225279509967,13.279235248470755,25.12201196783649,31.198665177034457,9.233723561998167,23.86625570618883,-147.1060437956064,40.74528511909649,20.100790668275923,9.581464626337679,49.9598011622989,10.713298758756698,4.321417539796864,2.9016511080767606,11.250881956201116,35.96436202740352,-25.192684020550814,-62.90226667656338,21.984210651011466,8.88408833988921,-13.221847932899108,36.95682914366801,22.965194766103252,19.683449031682304,25.473291095993606,5.767832108389968,33.07289197034304,51.953557440165355,28.088481133295968,37.43803762660548,-10.179363894127832,37.89318392777725,-19.97995917815114,36.730806692807654,36.67716406050971,1.2915621964301103,77.04627036651432,29.12265229373337,14.442853546576151,1285.4965205256815
kendall_Spearmanr_gap/%,42.657707273961755,11.089053906074266,32.61386325874695,37.46286538327692,5.753686206168337,27.933868761157722,20.585423954643456,44.8773076048295,39.66305411807588,13.814331272923164,66.43331792450516,22.871954538259846,4.1923973435719235,4.888427816013096,21.166914197316295,44.03413324001744,-1.4152912154635544,-63.10328597216922,28.807442399962362,14.615085076454859,18.408993786698062,41.60580681849109,26.95897933822911,43.55075967377124,37.095416992891465,8.487456422413201,56.21650116754168,63.8760512576129,41.29778556806322,57.037096959236955,-3.8028344305866235,32.74660260875706,-22.543482738401877,56.80586553058339,47.89747995528055,13.053278234931623,77.00220723928287,37.93892425720448,27.69934594027176,675.2011965664569
weighted_kendall_rbo_gap/%,40.16825943832746,15.511449209666253,6.1544886852020335,30.47536009611787,9.740007005437548,17.046815861661596,-78.04730172543603,19.7311750705669,4.367513014848395,11.021219836629466,40.861884849655326,2.6347836794789186,3.7359180500157088,3.295069822301506,11.812565003076896,23.29262637013516,-26.75989863623551,7.977865417354211,29.50683906533744,14.760789459026016,40.698802388630995,-18.840483791700578,30.25389856322109,11.071336468880487,6.427568956638457,11.32963961857346,21.342542205432817,37.49269735285537,13.775161492285736,30.41713468694043,-26.139210893790487,20.63779688942505,-20.637758119659765,38.71867610885239,12.513078955782502,-2.141012166993141,55.49106306826983,22.14262544266841,12.41686807367053,557.3804055462011
weighted_kendall_weighted_rbo_gap/%,20.409193884816798,14.223545779773833,5.59466267141611,27.35045339214839,8.361342801692182,33.28329518352557,-189.04751887742972,20.815723153273645,4.130956986841111,9.216026039593112,37.65357307923227,2.270865385992036,6.976181554980992,12.646752756781538,2.462326542650057,32.166754570896636,-23.354397423193866,6.671935916921959,28.026970697110766,11.772596457622893,13.101247174845913,14.71737991813698,17.742117713057166,12.91172065387007,20.708780196801282,10.801858522868297,25.807476247578425,37.85184795002863,6.758549856172561,25.568863681764547,-9.92298667164767,33.62940221856994,-23.729845019475487,18.9611291459991,28.707255021895595,-2.1996512390019944,56.41716041560113,24.961930755789243,10.116459923618423,1319.6831438763602
weighted_kendall_Spearmanr_gap/%,21.83476056938341,12.53372337470243,8.779016000606708,23.51402891745804,4.285470371680673,15.220411657666599,-7.644083983341608,2.124070951876659,9.780747245694325,6.345484082430611,36.533416997772925,-7.381365624539306,3.8594383087064212,2.6500559970600115,0.8696073691570444,31.659424056195384,-13.507904647319938,-69.51977677591195,27.080509225029953,12.479142735605889,21.359155501889873,6.989750103184051,20.593239683659377,27.03058351268035,27.55302283214901,6.530931392955075,30.314330243191062,41.224617286152906,10.843877819259891,29.203990505009266,-0.745057378878636,19.413453659269546,-18.35614735069378,43.04327494589526,28.85158255355031,3.1857275898898036,59.17632720087796,17.127598918777196,13.022011469703493,443.2383946747693
rbo_weighted_rbo_gap/%,42.79641472292441,16.107513166095107,31.90672077475777,45.474465379842584,15.97517800085671,33.72289109378782,-306.7347940600932,48.6891999788289,19.930211767591295,13.09084276803714,45.716509465514335,30.9007825966193,7.790441968041212,6.043541745421923,21.782088209047576,40.048099753589455,-32.92021589341618,30.50219585070649,35.00181418171297,16.724086025575392,40.6185057378618,8.867742271337288,35.177533157344804,15.028500733548489,5.679460482664879,11.298510480743758,22.797873896638663,51.11166563356686,41.43909563719054,49.76530710659297,-31.303658173487854,44.902610804807466,-31.140928532181366,34.84009605912515,26.08903878794194,8.463656247580134,60.582329391481046,32.42058387240009,15.50489239712099,3277.1027849889615
rbo_Spearmanr_gap/%,47.24826898655783,15.70286494009584,29.66716772988657,35.31231188107007,10.027418950863987,12.897070088997765,21.397129123973425,37.1143516026302,22.09665214793733,9.528381754659558,46.12829442157542,14.408862282321774,3.210927076282557,-7.289994925128901,11.198123013828926,21.057508422490983,-22.224552691405368,-53.17435589344246,24.38940124231787,10.306838033149365,33.56343328177808,-2.20954273932814,37.83634494751385,31.414509383164617,10.408406802588448,6.124255364845413,23.092988762948185,49.51816499806605,51.079098644964425,44.722048470159095,-23.479981333449576,29.591617772306318,-14.326499755656421,52.71046634184332,18.472931743976222,1.3769047902947404,74.73385533393036,24.656004165613542,19.4286230306374,583.4374458799053
weighted_rbo_Spearmanr_gap/%,27.310634942442853,14.434032669231145,24.94979832437041,32.178296350564025,9.131715428793314,25.629744806570855,-122.9696764874254,28.51693059185458,20.100790668275923,9.864245472112842,57.769139140415206,10.713298758756698,6.500006898633714,-2.8058763713381967,11.250881956201116,32.330351596998476,-23.54684718895584,-62.90226667656338,20.455530049940858,10.520077493962765,10.23204408229385,37.68610089764288,24.361197605468657,28.701514331471333,25.111266767924672,5.614648596232651,34.18828843694087,54.731808544505434,33.47455519038704,38.86828694014145,-10.179363894127832,40.91325558624854,-17.67328557793311,33.43090074081183,36.67716406050971,1.2915621964301103,71.6740378691855,29.12265229373337,15.990985344544972,1071.7205112617398
